,sample,blup
192,p6.F4,0.019844905459898
193,p6.F8,0.0890621858673634
194,p6.F9,0.0699235022277467
195,p6.G5,0.168726164096982
196,p6.H1,0.189892700168517
197,p6.H8,-0.190073285159836
198,p7.A8,0.145242744918417
199,p7.D10,0.217127404944218
200,p7.D12,-0.615740695233558
201,p7.D8,0.00932746502747201
202,p7.E1,-0.210956636150396
203,p7.F10,-0.000515502093331496
204,p7.G11,0.169606481273991
205,p7.G6,0.220420198580065
206,p7.H2,-0.217337849368633
207,p7.H8,-0.281691445935928
208,p8.A7,-0.122540163188932
209,p8.B2,0.0242255147327994
210,p8.B3,0.00490651216779797
211,p8.B9,-0.158610320988245
212,p8.C7,0.19461289937542
213,p8.D5,0.28891848183838
214,p8.E10,-0.164006941423954
215,p8.E4,-0.459560203667779
216,p8.E5,0.0376016504549879
217,p8.H7,0.0728210080734537
218,p9.B12,-0.186080509764989
219,p9.B7,0.117453990735617
220,p9.C1,0.162210664091305
221,p9.E10,0.1277549062103
222,p9.E2,0.149712264667281
223,p9.F1,-0.0730850005436407
224,p9.G7,-0.0453872354953629
225,p9.H5,0.248239894359757
